review_content,sentiment
"Internet is so far so good! If anything gets worse later on, then I'll update my review.\n\nFor now:\nCustomer Service: 5/5 ✅\nInstallation: 5/5 ✅\nSpeed in 5GHZ: 5/5 ✅\nSpeed in 2.4GHZ: 3.5/5 ☑️ (getting only 1/3 of the total bandwidth purchased in 2.4GHZ)",Positive
high sound but not works .,Negative
Good product ❤️👍🏻,Positive
firstly the packing feels nice but the product isn't waterproof and gets transfer easily quietly not satisfied with the product,Negative
Amazing\n,Positive
I got it broken,Negative
I loved it❤️,Positive
I usually won't review any product but this is daamn good it just deliver the product less than 24hr.its 5 on 5  and thank you so much for daraz and Gearmandu.As well as the seller is too good and humble while having chat. Dhukka vayera kinda hunxa hai if anyone want to buy this product..once again thankyou☺️,Positive
effective \n,Positive
as spected...\nbut price dherai vayo,Negative
Didn’t like it can I get a refund the light is not strong enough just strong for few mins,Negative
good product  and seller service is appreciated 👍,Positive
Great product same as advertised,Positive
💯💎💎💎💎💎,Positive
it a trail let's see,Neutral
"As per price, quality of product is best..",Positive
Brought it for my Wife  She finds it very comfortable  Very less pressure on the ankle  She is enjoying it.,Positive
according to price light and perfect,Positive
Impressed,Positive
Akdamai ramro cha quality\nThank you so much 🙏,Positive
Completely scam!!! So disappointed with their service as they sent me a completely different towel.  I ordered the soft printed bath towel but the colour and the product is different.,Negative
Good one. got as expected. but delivery took longer. thanks.,Positive
good,Positive
"euta ko pic dekhayera arko Saman pathaune?k ho yesto?firta gardinchu,yesta jabo kasle laucha yo jhur cap?",Negative
Alikati maila xa but cute,Neutral
disgusting products\n,Negative
Good product of this price i like it,Positive
"Got the package, Thank you.",Positive
damiii cha jasto order gareko testaiii sabaii thankyou daraz and pebbles,Positive
Acceptable,Positive
👍,Positive
"According to the price, it is very good, the packaging is good, it was delivered on time, thank you Daraz",Positive
\nokay usable product for the cost...\nlekheko herna chai light chainchaa but can be seen\nEspecially liked the delivery this time.... fast to the place that was asked to be delivered too...,Positive
good,Positive
"dherai ramro xa ta vandai na ma tara, pisa aanusar product thikai xa. sano thino kaam chali halxa. and also packaging chai ramrai xa.",Positive
Dharaiiiiiiiiiiii ramro xa ♥️ \nThank you daraz 🤝,Positive
cute and useful product,Positive
i don't get type c charger tomorrow i will return it daraj. 1st time wrong decision is done by you daraj.,Negative
herda chhahi ramro lagyo Tara scooter ma chhahi fit nahola jasto xa ta,Neutral
"\""Oh my goodness!!! I don't know where to being appreciating this amazing product.It's a smart watch you would love to have. It's not just classy but efficient too. Every feature is really nice specially the sleep tracking. For me, sleep tracking is is helping me to know about my soundness of sleep. Easy to use and connect with mobile app.Accurate data, Material quality and stylist look give it a very premium look.",Positive
Good experience 😉❤️,Positive
good one,Positive
I was sent damaged product. Returning.,Negative
"I do not advise buying anything from this seller!!! I bought a column as a gift, after asking about the availability of the desired color! They brought another one. I wrote to the chat, agreed to change it, believed it. I wrote several more times, some promises! A month has passed and has not been changed, the seller is not honest, he says one thing and does another!!!",Negative
Good product,Positive
it doest work,Negative
good small item. delivery fee is expensive,Positive
I am satisfied with the product but aali Kati cheteko parecha🤌🤌😢,Positive
Good product in this price for homely use. Didn’t get a clear image quality.,Positive
color different 😢.size ni sano  Ani tight bho😢,Negative
"Good product. In shortcut, I will give 7.5 number out of 10.",Positive
I didn't get the primer delivered. I have already paid the amount. please do the necessary.,Negative
I like this trouser.well its nice!! !,Positive
good product,Positive
awesome xa I am so happy 😊,Positive
\nnice and true to photo ....so cute,Positive
I received my order and it’s well packed no any damage I liked both product and Daraz service,Positive
Defected piece .. one strap was missing .. highly disappointed,Negative
"I ordered Surya crystals 2 L , 1800watt but received auto max 2 L 1500 watt..feeling cheated",Negative
don't buy it. khatam cha .,Negative
Good product..,Positive
2 ota order gareko 2 otai bigreko paryo. Anyway seller refunded my money on time thanks for that.,Neutral
"Got product in good condition, you can buy this product with closed eyes.",Positive
Cute purchase for rs.50,Positive
best,Positive
"i bought size xl, received size L, quality not good,  unsatisfied",Negative
As marketed! The seller is trustworthy!!!,Positive
As per price it’s very good you can try u will not regret thank you daraz,Positive
Decent product but wouldn't recommend it for anyone else looking for cheap fan options.,Positive
I loved it 😍😍😍🥰😍 I used it as a repeater working fine,Positive
"i bought size xl, received size L, quality not good,  unsatisfied",Negative
Budget Anusar Mic Chahi Best Xa Hai ......\nsound Quality Best Lagyo,Positive
Better than expected💗,Positive
"Isn't this supposed to be fleecelined? If that is fleecelining, then it definitely is a thin one. \nDoesn't feel as warm while wearing.\n\nOnly pro is that it looks a bit pretty, but hey, who's showing it outside their clothes?",Negative
I ordered large size and got xxl,Negative
💯💎💎💎💎💎🤗राम्रो लग्यो,Positive
good colour and fine quality,Positive
hmm the product arrived too late.it literally took 6days despite saying it will arrive 2 days ltr,Negative
According to the price saman thik xa.. I hope alik time samma azai tikos. Thanks for this product in short period.,Positive
euta perfume order garda arko pathaidinxa yaarr,Negative
got safely,Positive
Hug scratch seems like it has already been used.,Negative
"I am so happy with the seller, the product as seen on website and great quality. I got my package delivered in just two days super quick",Positive
Cool dark black love it,Positive
different product than shown\nbut still works so 2⭐,Negative
good product,Positive
Got this heat wrinkle on the blower when used for the first time and I have not used it since I thought it will further damage the device. What could be the problem? Will this be replaced?,Negative
"good quality. liked it \n despite the seller size recommendation 'M'  for 5'4\"", 65 kgs, I went for small size and it fitted me well.",Positive
It actually didn't fit on my galaxy gear s2 classic but i cut little bit and adjusted. Used seperate normal watch pin. And it's look amazing and cut is not much noticeable.,Positive
good,Positive
amazing,Positive
didn't expected this at least from jhumka station.... Khiyaa lagyathyo earrings harumaa 🙄,Negative
Got it in grey its good and spacious loved it,Positive
According to review I thought  it will be worst but not at all this is perfect 🤩 \n Fully suggested  to buy but why don’t the charge me extra rs for nothing just I receive  it form pick up point also they charge me some amount,Positive
Excellent packaging. Delivery on time . What else a customer need to be satisfied .Thanks.,Positive
Doesn’t hold the glow too long.,Negative
ekdam ramro cha quality nyano pani cha,Positive
akdam ramro xa I really like this dragon pendent,Positive
Good Product. Satisfied with the result.\n,Positive
"According to the price, it is very good, the packaging is good, it was delivered on time, thank you Daraz",Positive
Got a wrong size,Negative
Glasses price aanushar dherai ramro xa \n150 bhanda ni Kam xa price I just loved it 😘\nAni packaging k kura garnu parda ekdam ramro \nAni product pni ramro xa ❣️\n\nproblem kxa vaney ni chasma Dami xa 😊😁,Positive
